row_number,word,meaning,gold,level,chunk1,chunk1_meaning,chunk2,chunk2_meaning,chunk3,chunk3_meaning,definition,definition_meaning,status,note,checked_at
3307,instant,露の間、インスタント、一刻,8,B2,,,,,,,,,pending,instant adj.,
3308,instantly,屹度、一気に、ひと思いに,8,B2,,,,,,,,,pending,instantly adv.,
3309,instead,却って、寧ろ、それ処か,2,A2,,,,,,,,,pending,instead adv.,
3310,instigate,唆す、煽てる、煽る,32,C2,,,,,,,,,pending,instigate (v),
3311,instinct,人性、直感、本能,16,C1,,,,,,,,,pending,instinct n.,
3312,institute,学院、翰林院、学士院,8,B2,,,,,,,,,pending,institute n.,
3313,institution,機関、施設、制度,8,B2,,,,,,,,,pending,institution n.,
3314,institutional,制度上の、組織の,16,C1,,,,,,,,,pending,institutional adj.,
3315,instruct,含ます、含ませる、含める,16,C1,,,,,,,,,pending,instruct v.,
3316,instruction,教え、教育、教示,2,A2,,,,,,,,,pending,instruction n.,
3317,instructor,教員、教官、師範,2,A2,,,,,,,,,pending,instructor n.,
3318,instrument,器具、機械、道具,2,A2,,,,,,,,,pending,instrument n.,
3319,instrumental,具格、インスト、インストゥルメンタル,16,C1,,,,,,,,,pending,instrumental adj.,
3320,insufficient,悪い、過少、額が少ない,16,C1,,,,,,,,,pending,insufficient adj.,
3321,insult,辱める、叩く、侮辱,16,C1,,,,,,,,,pending,"insult n., v.",
3322,insurance,保険、付保、インシュアランス,8,B2,,,,,,,,,pending,insurance n.,
3323,insurgency,反乱、暴動,32,C2,,,,,,,,,pending,insurgency (n),
3324,insurmountable,克服できない,32,C2,,,,,,,,,pending,insurmountable (adj),
3325,insurrection,一揆、内乱、反乱,32,C2,,,,,,,,,pending,insurrection (n),
3326,intact,手付かず,16,C1,,,,,,,,,pending,intact adj.,
3327,intake,吸気、摂取、取り入れ口,16,C1,,,,,,,,,pending,intake n.,
3328,integral,一体的、切っても切れない、積分,16,C1,,,,,,,,,pending,integral adj.,
3329,integrate,纏める、統べる、溶け込む,8,B2,,,,,,,,,pending,integrate v.,
3330,integrated,一体的、纏める、統べる,16,C1,,,,,,,,,pending,integrated adj.,
3331,integration,一貫、一体化、集中,16,C1,,,,,,,,,pending,integration n.,
3332,integrity,潔白、剛直、整合性,16,C1,,,,,,,,,pending,integrity n.,
3333,intellectual,主知的、知性的、知的,8,B2,,,,,,,,,pending,intellectual adj.,
3334,intellectual,主知的、知性的、知的,16,C1,,,,,,,,,pending,intellectual n.,
3335,intelligence,情報、知恵、知性,4,B1,,,,,,,,,pending,intelligence n.,
3336,intelligent,穎悟、賢明、発明,2,A2,,,,,,,,,pending,intelligent adj.,
3337,intelligentsia,知識階級、インテリ層、インテリ,32,C2,,,,,,,,,pending,intelligentsia (n),
3338,intend,企てる、考える、志す,4,B1,,,,,,,,,pending,intend v.,
3339,intended,意図された,8,B2,,,,,,,,,pending,intended adj.,
3340,intense,強い、強烈、厳しい,8,B2,,,,,,,,,pending,intense adj.,
3341,intensify,深まる、深める、荒む,16,C1,,,,,,,,,pending,intensify v.,
3342,intensity,強度、迫力、厳しさ,16,C1,,,,,,,,,pending,intensity n.,
3343,intensive,集約的、集中的、インテンシブ,16,C1,,,,,,,,,pending,intensive adj.,
3344,intent,意志、故意、趣旨,16,C1,,,,,,,,,pending,intent n.,
3345,intention,意志、意思、意趣,4,B1,,,,,,,,,pending,intention n.,
3346,inter,葬る,32,C2,,,,,,,,,pending,inter alia (adv),
3347,interact,相互に作用する、交流する,8,B2,,,,,,,,,pending,interact v.,
3348,interaction,交流、接点、対話,8,B2,,,,,,,,,pending,interaction n.,
3349,interactive,対話的、インタラクティブ、対話式,16,C1,,,,,,,,,pending,interactive adj.,
3350,interest,気乗り、視聴、利益,1,A1,,,,,,,,,pending,"interest n., v.",
3351,interested,乗り気、暑い、艶,1,A1,,,,,,,,,pending,interested adj.,
3352,interesting,意味深長、面白い、意味深,1,A1,,,,,,,,,pending,interesting adj.,
3353,interface,界面、引用仕様、インタフェース,16,C1,,,,,,,,,pending,interface n.,
3354,interfere,口を出す、差し支える、混ぜ返す,16,C1,,,,,,,,,pending,interfere v.,
3355,interference,干渉、お節介、口出し,16,C1,,,,,,,,,pending,interference n.,
3356,interim,暫定的、仮、中間,16,C1,,,,,,,,,pending,interim adj.,
3357,interior,奥深い、内なる、国内的,16,C1,,,,,,,,,pending,"interior adj., n.",
3358,interlude,間奏曲、隙、合いの手,32,C2,,,,,,,,,pending,interlude (n),
3359,intermediate,中間体、取り次ぐ、周旋,16,C1,,,,,,,,,pending,intermediate adj.,
3360,intermittently,途切れ途切れ、陣々、ちらちら,32,C2,,,,,,,,,pending,intermittently (adv),
3361,internal,内在的、内部的、内面的,8,B2,,,,,,,,,pending,internal adj.,
3362,international,国際的、世界的、インターナショナル,2,A2,,,,,,,,,pending,international adj.,
3363,internecine,内輪もめの、破滅的な,32,C2,,,,,,,,,pending,internecine (adj),
3364,internet,電網、ネット上、ネット,1,A1,,,,,,,,,pending,internet n.,
3365,interpret,取る、受け取る、判じる,8,B2,,,,,,,,,pending,interpret v.,
3366,interpretation,解釈、叙説、通訳,8,B2,,,,,,,,,pending,interpretation n.,
3367,interrupt,口を出す、遮る、折る,8,B2,,,,,,,,,pending,interrupt v.,
3368,intersection,交わり、交差、十字路,16,C1,,,,,,,,,pending,intersection n.,
3369,interval,音程、隔たり、間,8,B2,,,,,,,,,pending,interval n.,
3370,intervene,取りなす、割って入る、間に立つ,16,C1,,,,,,,,,pending,intervene v.,
3371,intervention,挨拶、介在、介入,16,C1,,,,,,,,,pending,intervention n.,
3372,interview,引見、引接、往訪,1,A1,,,,,,,,,pending,"interview n., v.",
3373,intimate,近い、懇ろ、親しい,16,C1,,,,,,,,,pending,intimate adj.,
3374,intimation,口気、口ぶり、口吻,32,C2,,,,,,,,,pending,intimation (n),
3375,intimidation,威嚇、脅喝、凄み,32,C2,,,,,,,,,pending,intimidation (n),
3376,intransigence,妥協しない態度,32,C2,,,,,,,,,pending,intransigence (n),
3377,intransigent,テコでも動かない,32,C2,,,,,,,,,pending,intransigent (adj),
3378,intrepid,不敵、勇猛、豪胆,32,C2,,,,,,,,,pending,intrepid (adj),
3379,intriguing,面白い、おもろい、悪巧み,16,C1,,,,,,,,,pending,intriguing adj.,
3380,intrinsic,内在的、内的、本質的,32,C2,,,,,,,,,pending,intrinsic (adj),
3381,introduce,取り込む、取り入れる、引き合わせる,1,A1,,,,,,,,,pending,introduce v.,
3382,introduction,引き合わせ、概論、序説,2,A2,,,,,,,,,pending,introduction n.,
3383,introspection,内観、内省、反省,32,C2,,,,,,,,,pending,introspection (n),
3384,intrusive,干渉的、差し出がましい,32,C2,,,,,,,,,pending,intrusive (adj),
3385,intuition,勘、感覚、第六感,32,C2,,,,,,,,,pending,intuition (n),
3386,inundate,押し寄せる、浴びせかける,32,C2,,,,,,,,,pending,inundate (v),
3387,invade,攻め入る、荒らす、侵す,8,B2,,,,,,,,,pending,invade v.,
3388,invasion,蚕食、襲来、侵害,8,B2,,,,,,,,,pending,invasion n.,
3389,invasive,侵襲的,32,C2,,,,,,,,,pending,invasive (adj),
3390,invective,痛罵、卑罵語、軽蔑語,32,C2,,,,,,,,,pending,invective (n),
3391,invent,案出、企む、考え出す,2,A2,,,,,,,,,pending,invent v.,
3392,invention,工夫、考案、創見,2,A2,,,,,,,,,pending,invention n.,
3393,inventory,在庫、在庫品、商品目録,16,C1,,,,,,,,,pending,inventory n.,
3394,invest,回す、投じる、投ずる,4,B1,,,,,,,,,pending,invest v.,
3395,investigate,案じる、掘り下げる、取り調べる,4,B1,,,,,,,,,pending,investigate v.,
3396,investigation,勘検、勘査、究明,8,B2,,,,,,,,,pending,investigation n.,
3397,investigator,求道者、探偵、探究者,16,C1,,,,,,,,,pending,investigator n.,
3398,investment,出金、出資、投資,8,B2,,,,,,,,,pending,investment n.,
3399,investor,出金者、出資者、投資家,8,B2,,,,,,,,,pending,investor n.,
3400,inveterate,根深い、常習的な,32,C2,,,,,,,,,pending,inveterate (adj),
3401,invidious,反感を招く、不公平な,32,C2,,,,,,,,,pending,invidious (adj),
3402,invisible,冥々、居もしない、インビジブル,16,C1,,,,,,,,,pending,invisible adj.,
3403,invitation,案内、勧誘、口,2,A2,,,,,,,,,pending,invitation n.,
3404,invite,迎える、呼び込む、呼び入れる,2,A2,,,,,,,,,pending,invite v.,
3405,invocation,援用、発動、念誦,32,C2,,,,,,,,,pending,invocation (n),
3406,invoke,呼び出す、呼ぶ、叩く,16,C1,,,,,,,,,pending,invoke v.,
3407,involve,巻き込む、係る、抱き込む,2,A2,,,,,,,,,pending,involve v.,
3408,involved,関係している、巻き込まれた,4,B1,,,,,,,,,pending,involved adj.,
3409,involvement,介在、関係、係り合い,16,C1,,,,,,,,,pending,involvement n.,
3410,iota,一片、Ι,32,C2,,,,,,,,,pending,iota (n),
3411,irascible,怒りっぽい,32,C2,,,,,,,,,pending,irascible (adj),
3412,ire,怒り,32,C2,,,,,,,,,pending,ire (n),
3413,irk,いらだたせる,32,C2,,,,,,,,,pending,irk (v),
3414,iron,アイロンを掛ける、鉄、鉄分,4,B1,,,,,,,,,pending,"iron n., v.",
3415,ironic,風刺的、反語的、アイロニカル,16,C1,,,,,,,,,pending,ironic adj.,
3416,ironically,皮肉にも,16,C1,,,,,,,,,pending,ironically adv.,
3417,irony,反語、皮肉、風刺,16,C1,,,,,,,,,pending,irony n.,
3418,irrelevant,無縁、論外、的外れ,16,C1,,,,,,,,,pending,irrelevant adj.,
3419,irreproachable,非の打ちどころのない,32,C2,,,,,,,,,pending,irreproachable (adj),
3420,irreverent,不敬な、不遜な,32,C2,,,,,,,,,pending,irreverent (adj),
3421,island,島、アイランド,1,A1,,,,,,,,,pending,island n.,
3422,isolate,隔てる、切り分ける、取り切る,8,B2,,,,,,,,,pending,isolate v.,
3423,isolated,局地的、塊然、孑然,8,B2,,,,,,,,,pending,isolated adj.,
3424,isolation,隔絶、隔離、孤独,16,C1,,,,,,,,,pending,isolation n.,
3425,issue,案件、胤、下付,4,B1,,,,,,,,,pending,issue n.,
3426,issue,下付、刊行、沙汰,8,B2,,,,,,,,,pending,issue v.,
3427,it,それは、それを,1,A1,,,,,,,,,pending,it pron.,
3428,IT,それは、それを,4,B1,,,,,,,,,pending,IT n.,
3429,item,案件、一つ書き、一件,2,A2,,,,,,,,,pending,item n.,
3430,itinerant,旅人、遍歴者,32,C2,,,,,,,,,pending,itinerant (adj),
3431,itinerary,行程、道のり、道筋,32,C2,,,,,,,,,pending,itinerary (n),
3432,its,それの,1,A1,,,,,,,,,pending,its det.,
3433,itself,自体、その物、それ自身,2,A2,,,,,,,,,pending,itself pron.,
3434,jacket,上表紙、上着、外被,1,A1,,,,,,,,,pending,jacket n.,
3435,jaded,疲れ切った、飽き飽きした,32,C2,,,,,,,,,pending,jaded (adj),
3436,jail,刑獄、拘置所、獄舎,8,B2,,,,,,,,,pending,"jail n., v.",
3437,jam,混雑、ジャム、セッション,2,A2,,,,,,,,,pending,jam n.,
3438,jamboree,ジャンボリー,32,C2,,,,,,,,,pending,jamboree (n),
3439,January,１月、正月、睦月,1,A1,,,,,,,,,pending,January n.,
3440,jargon,隠語、珍紛漢紛、ジャーゴン,32,C2,,,,,,,,,pending,jargon (n),
3441,jaundiced,偏見を持った、黄疸の,32,C2,,,,,,,,,pending,jaundiced (adj),
3442,jaunt,小旅行,32,C2,,,,,,,,,pending,jaunt (n),
3443,jazz,ジャズ、ズージャー,2,A2,,,,,,,,,pending,jazz n.,
3444,jeans,Ｇパン、ジーン、ジーンズ,1,A1,,,,,,,,,pending,jeans n.,
3445,jeopardise,脅かす、危険にさらす,32,C2,,,,,,,,,pending,jeopardise (v),
3446,jet,噴射、噴流、吹き出し口,8,B2,,,,,,,,,pending,jet n.,
3447,jewelry,宝飾、宝飾品、アクセサリー,2,A2,,,,,,,,,pending,jewelry n.,
3448,jingoism,主戦論、ジンゴイズム,32,C2,,,,,,,,,pending,jingoism (n),
3449,job,稼業、仕事、職,1,A1,,,,,,,,,pending,job n.,
3450,jocular,面白おかしい,32,C2,,,,,,,,,pending,jocular (adj),
3451,jocularity,陽気さ、冗談好き,32,C2,,,,,,,,,pending,jocularity (n),
3452,join,一緒にする、結び付ける、交わる,1,A1,,,,,,,,,pending,join v.,
3453,joint,つなぎ目、関節、共立,8,B2,,,,,,,,,pending,"joint adj., n.",
3454,joke,戯れる、弄する、巫山戯る,2,A2,,,,,,,,,pending,"joke n., v.",
3455,journal,雑誌、仕訳表、日記,4,B1,,,,,,,,,pending,journal n.,
3456,journalism,言論界、ジャーナリズム,8,B2,,,,,,,,,pending,journalism n.,
3457,journalist,記者、探訪、無冠の帝王,2,A2,,,,,,,,,pending,journalist n.,
3458,journey,一路、遠路、行程,4,B1,,,,,,,,,pending,journey n.,
3459,journeyman,日傭取,32,C2,,,,,,,,,pending,journeyman (n),
3460,joust,馬上槍試合,32,C2,,,,,,,,,pending,joust (n),
3461,joy,快哉、喜悦、幸福,8,B2,,,,,,,,,pending,joy n.,
3462,jubilation,歓呼、歓天喜地,32,C2,,,,,,,,,pending,jubilation (n),
3463,jubilee,五十年祭、ジュビリー,32,C2,,,,,,,,,pending,jubilee (n),
3464,judge,見る、見立てる、考える,4,B1,,,,,,,,,pending,"judge n., v.",
3465,judgment,鑑識、鑑定、鑑別,8,B2,,,,,,,,,pending,judgment n.,
3466,judicial,裁判上,16,C1,,,,,,,,,pending,judicial adj.,
3467,judicious,賢明な、思慮深い,32,C2,,,,,,,,,pending,judicious (adj),
3468,juggernaut,巨大な力、止められないもの,32,C2,,,,,,,,,pending,juggernaut (n),
3469,juice,液汁、汁、水分,1,A1,,,,,,,,,pending,juice n.,
3470,July,７月、立三本、ジュライ,1,A1,,,,,,,,,pending,July n.,
3471,jump,吃驚、急騰、上騰,2,A2,,,,,,,,,pending,"jump v., n.",
3472,juncture,区切り、際,32,C2,,,,,,,,,pending,juncture (n),
3473,June,水無月、６月、ジューン,1,A1,,,,,,,,,pending,June n.,
3474,junior,下級、後輩、次席,8,B2,,,,,,,,,pending,junior adj.,
3475,jurisdiction,管轄、管区、帰属,16,C1,,,,,,,,,pending,jurisdiction n.,
3476,jurisprudence,法学、法律学、法理学,32,C2,,,,,,,,,pending,jurisprudence (n),
3477,jurist,法学者、法律家、法律学者,32,C2,,,,,,,,,pending,jurist (n),
3478,jury,陪審、ジュリー,8,B2,,,,,,,,,pending,jury n.,
3479,just,擦れ擦れ、に過ぎない、本の,16,C1,,,,,,,,,pending,just adj.,
3480,just,如何にも、高が、漸と,1,A1,,,,,,,,,pending,just adv.,
3481,justice,公義、公正、公道,8,B2,,,,,,,,,pending,justice n.,
3482,justification,位置合わせ、位置揃え、因縁,16,C1,,,,,,,,,pending,justification n.,
3483,justify,言い開く、申し開らく、ジャスティファイ,8,B2,,,,,,,,,pending,justify v.,
3484,juxtapose,並置する、対比する,32,C2,,,,,,,,,pending,juxtapose (v),
3485,juxtaposition,併設、併置,32,C2,,,,,,,,,pending,juxtaposition (n),
3486,kaleidoscope,百色眼鏡、万華鏡、カレイドスコープ,32,C2,,,,,,,,,pending,kaleidoscope (n),
3487,keen,鋭い、鋭敏、鋭利,16,C1,,,,,,,,,pending,keen adj.,
3488,keep,遣る、囲う、貫き通す,1,A1,,,,,,,,,pending,keep v.,
3489,ken,視界、間,32,C2,,,,,,,,,pending,ken (n),
3490,kernel,核、核心、穀粒,32,C2,,,,,,,,,pending,kernel (n),
3491,key,キー入力、音程、肝,4,B1,,,,,,,,,pending,key v.,
3492,key,枢要、肝心要、キー入力,1,A1,,,,,,,,,pending,"key n., adj.",
3493,keyboard,鍵盤、キーボード,4,B1,,,,,,,,,pending,keyboard n.,
3494,keynote,基調、主音、主調,32,C2,,,,,,,,,pending,keynote (n),
3495,kick,一蹴、一蹴り、蹴る,4,B1,,,,,,,,,pending,"kick v., n.",
3496,kid,お子様、餓鬼、小僧,2,A2,,,,,,,,,pending,kid n.,
3497,kidnap,連れ去る、拐かす、勾引す,16,C1,,,,,,,,,pending,kidnap v.,
3498,kidney,腎臓、豆、腎,16,C1,,,,,,,,,pending,kidney n.,
3499,kill,遣る、枯らす、殺す,2,A2,,,,,,,,,pending,kill v.,
3500,killing,殺し、殺害、殺生,4,B1,,,,,,,,,pending,killing n.,
3501,kilometer,粁、キロ、キロメーター,2,A2,,,,,,,,,pending,kilometer n.,
3502,kind,一種、現物、口,1,A1,,,,,,,,,pending,kind (type) n.,
3503,kind,厚い、懇ろ、懇切,4,B1,,,,,,,,,pending,kind (caring) adj.,
3504,kindergarten,幼稚園,8,B2,,,,,,,,,pending,kindergarten n.,
3505,kindle,掻き立てる、点じる、点ずる,32,C2,,,,,,,,,pending,kindle (v),
3506,kindred,同類の、血縁の,32,C2,,,,,,,,,pending,kindred (n),
3507,king,王者、王将、王物,2,A2,,,,,,,,,pending,king n.,
3508,kingdom,王国、界、キングダム,16,C1,,,,,,,,,pending,kingdom n.,
3509,kinship,親族関係,32,C2,,,,,,,,,pending,kinship (n),
3510,kiss,吸う、口付け、口付ける,4,B1,,,,,,,,,pending,"kiss v., n.",
3511,kit,道具一式、キット,8,B2,,,,,,,,,pending,kit n.,
3512,kitchen,勝手、厨、厨房,1,A1,,,,,,,,,pending,kitchen n.,
3513,knee,膝、小膝、ニー,2,A2,,,,,,,,,pending,knee n.,
3514,knife,出刃、出刃包丁、小刀,2,A2,,,,,,,,,pending,knife n.,
3515,knock,ノック、打ち付ける、打つ,4,B1,,,,,,,,,pending,knock n.,
3516,knock,打ち付ける、打つ、ぶん殴る,2,A2,,,,,,,,,pending,knock v.,
3517,knoll,円丘、小山、丘,32,C2,,,,,,,,,pending,knoll (n),
3518,know,承る、心得る、存じる,1,A1,,,,,,,,,pending,know v.,
3519,knowledge,案内、学殖、学力,2,A2,,,,,,,,,pending,knowledge n.,
3520,kudos,称賛、名声,32,C2,,,,,,,,,pending,kudos (n),
3521,lab,ラボ,2,A2,,,,,,,,,pending,lab n.,
3522,label,標示、銘打つ、札を付ける,4,B1,,,,,,,,,pending,"label n., v.",
3523,labor,勤労、苦心、苦労,8,B2,,,,,,,,,pending,labor n.,
3524,laboratory,教室、研究室、実験室,4,B1,,,,,,,,,pending,laboratory n.,
3525,labyrinth,迷宮、迷路、混迷状態,32,C2,,,,,,,,,pending,labyrinth (n),
3526,lack,欠く、欠如、事欠く,4,B1,,,,,,,,,pending,"lack n., v.",
3527,lackadaisical,惰弱、アバウト、でれっと,32,C2,,,,,,,,,pending,lackadaisical (adj),
3528,lacklustre,パッとしない、しょぼい、どんより,32,C2,,,,,,,,,pending,lacklustre (adj),
3529,laconic,言葉少な、簡勁,32,C2,,,,,,,,,pending,laconic (adj),
3530,ladder,梯子、梯、四丁,8,B2,,,,,,,,,pending,ladder n.,
3531,lady,奥方、貴婦人、淑女,2,A2,,,,,,,,,pending,lady n.,
3532,laggard,のろま、遅れた,32,C2,,,,,,,,,pending,laggard (n),
3533,lake,湖、湖沼、湖水,2,A2,,,,,,,,,pending,lake n.,
3534,lambaste,酷評する、激しく打つ,32,C2,,,,,,,,,pending,lambaste (v),
3535,lament,哀悼、悔やむ、嘆く,32,C2,,,,,,,,,pending,lament (v),
3536,lamentable,遺憾、悲しい、惜しむべき,32,C2,,,,,,,,,pending,lamentable (adj),
3537,lamp,灯、明かり、洋灯,2,A2,,,,,,,,,pending,lamp n.,
3538,lampoon,落首、ランプーン,32,C2,,,,,,,,,pending,lampoon (n),
3539,land,境地、大地、地,1,A1,,,,,,,,,pending,land n.,
3540,land,上げる、釣り上げる、境地,2,A2,,,,,,,,,pending,land v.,
